AT1G26650	AT1G26650	Gene Expression
AT1G54420	AT1G54420	Gene Expression
AT1G34640	AT1G34640	Gene Expression
AT1G50310	STP9	Gene Expression
AT1G49430	LACS2	Gene Expression
AT1G74240	AT1G74240	Gene Expression
AT1G01760	AT1G01760	Gene Expression
AT1G61160	AT1G61160	Gene Expression
AT1G47480	CXE2	Gene Expression
AT1G65820	AT1G65820	Gene Expression
AT1G22900	DIR11	Gene Expression
AT1G76820	AT1G76820	Gene Expression
AT1G52080	AR791	Gene Expression
AT1G35180	AT1G35180	Gene Expression
AT1G30070	AT1G30070	Gene Expression
AT1G35210	AT1G35210	Gene Expression
AT1G10410	AT1G10410	Gene Expression
AT1G73740	AT1G73740	Gene Expression
AT1G53350	RPP8L2	Gene Expression
AT1G34110	AT1G34110	Gene Expression
AT1G17240	AtRLP2	Gene Expression
AT1G61730	AT1G61730	Gene Expression
AT1G29260	PEX7	Gene Expression
AT1G33890	IAN3	Gene Expression
AT1G08040	AT1G08040	Gene Expression
AT1G63522	AT1G63522	Gene Expression
AT1G08810	MYB60	Gene Expression
AT1G09210	CRT2	Gene Expression
AT1G70080	TPS06	Gene Expression
AT1G10522	PRIN2	Gene Expression
AT1G04570	AT1G04570	Gene Expression
AT1G01830	AT1G01830	Gene Expression
AT1G12340	AT1G12340	Gene Expression
AT1G67590	AT1G67590	Gene Expression
AT1G69080	AT1G69080	Gene Expression
AT1G31400	AT1G31400	Gene Expression
AT1G74385	AT1G74385	Gene Expression
AT1G73300	SCPL2	Gene Expression
AT1G05760	RTM1	Gene Expression
AT1G30530	UGT78D1	Gene Expression
AT1G12480	SLAC1	Gene Expression
AT1G76850	SEC5A	Gene Expression
AT1G73570	AT1G73570	Gene Expression
AT1G44130	AT1G44130	Gene Expression
AT1G67340	AT1G67340	Gene Expression
AT1G80315	AT1G80315	Gene Expression
AT1G43666	AT1G43666	Gene Expression
AT1G08630	THA1	Gene Expression
AT1G66150	TMK1	Gene Expression
AT1G04640	LIP2	Gene Expression
AT1G56500	SOQ1	Gene Expression
AT1G12615	AT1G12615	Gene Expression
AT1G77120	ADH1	Gene Expression
AT1G50590	AT1G50590	Gene Expression
AT1G17147	VQ1	Gene Expression
AT1G44740	AT1G44740	Gene Expression
AT1G08005	AT1G08005	Gene Expression
AT1G24380	AT1G24380	Gene Expression
AT1G60787	AT1G60787	Gene Expression
AT1G26796	AT1G26796	Gene Expression
AT1G68500	AT1G68500	Gene Expression
AT1G15500	AATP2	Gene Expression
AT1G77760	NIA1	Gene Expression
AT1G24062	AT1G24062	Gene Expression
AT1G53510	MPK18	Gene Expression
AT1G51410	AT1G51410	Gene Expression
AT1G50020	AT1G50020	Gene Expression
AT1G22370	UGT85A5	Gene Expression
AT1G53265	AT1G53265	Gene Expression
AT1G17270	OFUT5	Gene Expression
AT1G74350	AT1G74350	Gene Expression
AT1G75230	AT1G75230	Gene Expression
AT1G29150	RPN6	Gene Expression
AT1G17140	ICR1	Gene Expression
AT1G08380	PSAO	Gene Expression
AT1G43560	Aty2	Gene Expression
AT1G07700	AT1G07700	Gene Expression
AT1G33750	TPS22	Gene Expression
AT1G61270	AT1G61270	Gene Expression
AT1G14750	SDS	Gene Expression
AT1G05900	NTH2	Gene Expression
AT1G44120	AT1G44120	Gene Expression
AT1G52990	AT1G52990	Gene Expression
AT1G37130	NIA2	Gene Expression
AT1G48175	emb2191	Gene Expression
AT1G72140	NPF5.12	Gene Expression
AT1G66465	AT1G66465	Gene Expression
AT1G43260	AT1G43260	Gene Expression
AT1G14420	AT59	Gene Expression
AT1G01710	AT1G01710	Gene Expression
AT1G44000	SGRL	Gene Expression
AT1G73960	TAF2	Gene Expression
AT1G11360	AT1G11360	Gene Expression
AT1G04490	AT1G04490	Gene Expression
AT1G78476	AT1G78476	Gene Expression
AT1G15310	SRP-54A	Gene Expression
AT1G13300	HRS1	Gene Expression
AT1G55530	AT1G55530	Gene Expression
AT1G47350	AT1G47350	Gene Expression
AT1G74458	AT1G74458	Gene Expression
AT1G32120	AT1G32120	Gene Expression
AT1G17260	AHA10	Gene Expression
AT1G32660	AT1G32660	Gene Expression
AT1G31480	SGR2	Gene Expression
AT1G17500	ALA4	Gene Expression
AT1G50780	AT1G50780	Gene Expression
AT1G21150	AT1G21150	Gene Expression
AT1G78110	AT1G78110	Gene Expression
AT1G80080	TMM	Gene Expression
AT1G23260	UEV1A	Gene Expression
AT1G09790	COBL6	Gene Expression
AT1G60270	BGLU6	Gene Expression
AT1G25400	AT1G25400	Gene Expression
AT1G77980	AGL66	Gene Expression
AT1G43140	AT1G43140	Gene Expression
AT1G42470	AT1G42470	Gene Expression
AT1G34170	ARF13	Gene Expression
AT1G56150	SAUR71	Gene Expression
AT1G75520	SRS5	Gene Expression
AT1G53890	AT1G53890	Gene Expression
AT1G43722	AT1G43722	Gene Expression
AT1G73370	SUS6	Gene Expression
AT1G01230	AT1G01230	Gene Expression
AT1G70700	JAZ9	Gene Expression
AT1G02380	AT1G02380	Gene Expression
AT1G48870	AT1G48870	Gene Expression
AT1G69280	AT1G69280	Gene Expression
AT1G36950	AT1G36950	Gene Expression
AT1G12430	ARK3	Gene Expression
AT1G56320	AT1G56320	Gene Expression
AT1G50880	AT1G50880	Gene Expression
AT1G36310	TRM9	Gene Expression
AT1G44830	ERF014	Gene Expression
AT1G01300	APF2	Gene Expression
AT1G48050	KU80	Gene Expression
AT1G36925	AT1G36925	Gene Expression
AT1G30670	BHLH52	Gene Expression
AT1G22180	AT1G22180	Gene Expression
AT1G17450	AT1G17450	Gene Expression
AT1G61630	ENT7	Gene Expression
AT1G28590	AT1G28590	Gene Expression
AT1G79670	WAKL22	Gene Expression
AT1G68170	AT1G68170	Gene Expression
AT1G60080	AT1G60080	Gene Expression
AT1G51240	AT1G51240	Gene Expression
AT1G07130	STN1	Gene Expression
AT1G42525	AT1G42525	Gene Expression
AT1G64355	AT1G64355	Gene Expression
AT1G04820	TUBA4	Gene Expression
AT1G71866	EPFL7	Gene Expression
AT1G33050	AT1G33050	Gene Expression
AT1G77810	AT1G77810	Gene Expression
AT1G16210	AT1G16210	Gene Expression
AT1G34580	STP5	Gene Expression
AT1G02050	PKSA	Gene Expression
AT1G66500	PCFS1	Gene Expression
AT1G04030	AT1G04030	Gene Expression
AT1G32480	IDH-IV	Gene Expression
AT1G29370	AT1G29370	Gene Expression
AT1G18880	NPF2.9	Gene Expression
AT1G50740	FAX5	Gene Expression
AT1G02580	MEA	Gene Expression
AT1G58220	AT1G58220	Gene Expression
AT1G07350	SR45A	Gene Expression
AT1G06950	TIC110	Gene Expression
AT1G19200	FLZ12	Gene Expression
AT1G52140	AT1G52140	Gene Expression
AT1G18550	KIN8A	Gene Expression
AT1G77510	PDIL1-2	Gene Expression
AT1G52430	AT1G52430	Gene Expression
AT1G15950	CCR1	Gene Expression
AT1G67850	AT1G67850	Gene Expression
AT1G69620	RPL34B	Gene Expression
AT1G49110	AT1G49110	Gene Expression
AT1G57860	RPL21E	Gene Expression
AT1G63160	RFC2	Gene Expression
AT1G71050	HIPP20	Gene Expression
AT1G28510	AT1G28510	Gene Expression
AT1G48240	NPSN12	Gene Expression
AT1G71140	DTX14	Gene Expression
AT1G66960	AT1G66960	Gene Expression
AT1G36370	SHM7	Gene Expression
AT1G58242	AT1G58242	Gene Expression
AT1G63370	AT1G63370	Gene Expression
AT1G56110	NOP56	Gene Expression
AT1G14510	AL7	Gene Expression
AT1G19010	AT1G19010	Gene Expression
AT1G54250	NRPB8A	Gene Expression
AT1G55170	FLXL3	Gene Expression
AT1G70230	AXY4	Gene Expression
AT1G52830	IAA6	Gene Expression
AT1G45015	AT1G45015	Gene Expression
AT1G23160	AT1G23160	Gene Expression
AT1G67510	AT1G67510	Gene Expression
AT1G08230	GAT1	Gene Expression
AT1G67780	AT1G67780	Gene Expression
AT1G76830	AT1G76830	Gene Expression
AT1G04280	AT1G04280	Gene Expression
AT1G55020	LOX1	Gene Expression
AT1G48970	AT1G48970	Gene Expression
AT1G79420	AT1G79420	Gene Expression
AT1G70350	AT1G70350	Gene Expression
AT1G35375	AT1G35375	Gene Expression
AT1G28306	AT1G28306	Gene Expression
AT1G12450	AT1G12450	Gene Expression
AT1G57660	RPL21E	Gene Expression
AT1G19086	AT1G19086	Gene Expression
AT1G05870	AT1G05870	Gene Expression
AT1G07540	TRP5	Gene Expression
AT1G78820	AT1G78820	Gene Expression
AT1G03790	SOM	Gene Expression
AT1G02220	NAC003	Gene Expression
AT1G74420	FUT3	Gene Expression
AT1G68700	AT1G68700	Gene Expression
AT1G64820	DTX7	Gene Expression
AT1G56680	AT1G56680	Gene Expression
AT1G58848	RF9	Gene Expression
AT1G23985	AT1G23985	Gene Expression
AT1G22140	AT1G22140	Gene Expression
AT1G75210	AT1G75210	Gene Expression
AT1G30330	ARF6	Gene Expression
AT1G77200	ERF037	Gene Expression
AT1G30360	ERD4	Gene Expression
AT1G75280	AT1G75280	Gene Expression
AT1G18200	RABA6B	Gene Expression
AT1G55680	AT1G55680	Gene Expression
AT1G34000	OHP2	Gene Expression
AT1G04410	MDH1	Gene Expression
AT1G45243	AT1G45243	Gene Expression
AT1G21650	SECA2	Gene Expression
AT1G28520	VOZ1	Gene Expression
AT1G14048	AT1G14048	Gene Expression
AT1G05220	AT1G05220	Gene Expression
AT1G63245	CLE14	Gene Expression
AT1G66180	AT1G66180	Gene Expression
AT1G07790	HTB1	Gene Expression
AT1G07720	KCS3	Gene Expression
AT1G16420	AMC8	Gene Expression
AT1G72740	AT1G72740	Gene Expression
AT1G05060	AT1G05060	Gene Expression
AT1G55960	AT1G55960	Gene Expression
AT1G32060	PRK	Gene Expression
AT1G77700	AT1G77700	Gene Expression
AT1G75510	AT1G75510	Gene Expression
AT1G54090	ATEXO70D2	Gene Expression
AT1G26520	AT1G26520	Gene Expression
AT1G15240	AT1G15240	Gene Expression
AT1G07980	NF-YC10	Gene Expression
AT1G01740	BSK4	Gene Expression
AT1G62914	AT1G62914	Gene Expression
AT1G53090	SPA4	Gene Expression
AT1G08540	SIGB	Gene Expression
AT1G12460	AT1G12460	Gene Expression
AT1G06250	AT1G06250	Gene Expression
AT1G52827	CDT1	Gene Expression
AT1G47690	AT1G47690	Gene Expression
AT1G49590	ZOP1	Gene Expression
AT1G06280	LBD2	Gene Expression
AT1G78420	DA2	Gene Expression
AT1G08465	YAB2	Gene Expression
AT1G32970	SBT3.2	Gene Expression
AT1G28815	AT1G28815	Gene Expression
AT1G01260	BHLH13	Gene Expression
AT1G26815	AT1G26815	Gene Expression
AT1G16730	UP6	Gene Expression
AT1G08700	PS1	Gene Expression
AT1G66590	ATCOX19-1	Gene Expression
AT1G09550	PAE1	Gene Expression
AT1G16370	Oct-06	Gene Expression
AT1G80730	ZFP1	Gene Expression
AT1G11420	DUF2	Gene Expression
AT1G61210	AT1G61210	Gene Expression
AT1G57980	PUP23	Gene Expression
AT1G15140	AT1G15140	Gene Expression
AT1G04810	RPN2B	Gene Expression
AT1G67070	PMI2	Gene Expression
AT1G53270	ABCG10	Gene Expression
AT1G04550	IAA12	Gene Expression
AT1G44940	AT1G44940	Gene Expression
AT1G47810	AT1G47810	Gene Expression
AT1G27450	APT1	Gene Expression
AT1G33055	AT1G33055	Gene Expression
AT1G69400	BUB3.3	Gene Expression
AT1G51920	AT1G51920	Gene Expression
AT1G56000	AT1G56000	Gene Expression
AT1G42540	GLR3.3	Gene Expression
AT1G08100	NRT2.2	Gene Expression
AT1G29465	AT1G29465	Gene Expression
AT1G75960	AAE8	Gene Expression
AT1G63420	AT1G63420	Gene Expression
AT1G29470	AT1G29470	Gene Expression
AT1G48310	CHR18	Gene Expression
AT1G32930	GALT31A	Gene Expression
AT1G63880	RLM1B	Gene Expression
AT1G04630	MEE4	Gene Expression
AT1G27150	AT1G27150	Gene Expression
AT1G79110	BRG2	Gene Expression
AT1G68490	AT1G68490	Gene Expression
AT1G06040	BBX24	Gene Expression
AT1G18970	GLP1	Gene Expression
AT1G72430	SAUR78	Gene Expression
AT1G03040	AT1G03040	Gene Expression
AT1G28250	AT1G28250	Gene Expression
AT1G66630	AT1G66630	Gene Expression
AT1G10530	AT1G10530	Gene Expression
AT1G24090	AT1G24090	Gene Expression
AT1G09640	AT1G09640	Gene Expression
AT1G14080	FUT6	Gene Expression
AT1G78760	AT1G78760	Gene Expression
AT1G44542	CYCLASE3	Gene Expression
AT1G49350	AT1G49350	Gene Expression
AT1G47240	NRAMP2	Gene Expression
AT1G28430	CYP705A24	Gene Expression
AT1G12190	AT1G12190	Gene Expression
AT1G66610	AT1G66610	Gene Expression
AT1G16022	AT1G16022	Gene Expression
AT1G13370	AT1G13370	Gene Expression
AT1G21370	AT1G21370	Gene Expression
AT1G21590	AT1G21590	Gene Expression
AT1G50390	AT1G50390	Gene Expression
AT1G60870	MEE9	Gene Expression
AT1G69870	NPF2.13	Gene Expression
AT1G18610	AT1G18610	Gene Expression
AT1G13890	SNAP30	Gene Expression
AT1G24260	Sep-03	Gene Expression
AT1G64140	AT1G64140	Gene Expression
AT1G02290	AT1G02290	Gene Expression
AT1G26740	AT1G26740	Gene Expression
AT1G20460	AT1G20460	Gene Expression
AT1G11500	AT1G11500	Gene Expression
AT1G75040	PR5	Gene Expression
AT1G07985	AT1G07985	Gene Expression
AT1G74035	AT1G74035	Gene Expression
AT1G15510	PCMP-H73	Gene Expression
AT1G07040	AT1G07040	Gene Expression
AT1G71170	AT1G71170	Gene Expression
AT1G63470	AHL5	Gene Expression
AT1G13640	PI4KG6	Gene Expression
AT1G35516	AT1G35516	Gene Expression
AT1G22210	TPPC	Gene Expression
AT1G33230	AT1G33230	Gene Expression
AT1G18050	AT1G18050	Gene Expression
AT1G79340	AMC4	Gene Expression
AT1G57680	AT1G57680	Gene Expression
AT1G29140	AT1G29140	Gene Expression
AT1G55110	IDD7	Gene Expression
AT1G67775	CLE8	Gene Expression
AT1G57730	AT1G57730	Gene Expression
AT1G64550	ABCF3	Gene Expression
AT1G68710	AT1G68710	Gene Expression
AT1G79270	ECT8	Gene Expression
AT1G67310	CAMTA4	Gene Expression
AT1G65610	KOR2	Gene Expression
AT1G53880	AT1G53880	Gene Expression
AT1G64380	ERF061	Gene Expression
AT1G27920	MAP65-8	Gene Expression
AT1G07220	AT1G07220	Gene Expression
AT1G14130	AT1G14130	Gene Expression
AT1G55040	AT1G55040	Gene Expression
AT1G35630	RMR5	Gene Expression
AT1G53860	AT1G53860	Gene Expression
AT1G71010	FAB1C	Gene Expression
AT1G56240	PP2B13	Gene Expression
AT1G20630	CAT1	Gene Expression
AT1G54217	AT1G54217	Gene Expression
AT1G44920	AT1G44920	Gene Expression
AT1G63970	ISPF	Gene Expression
AT1G26945	PRE6	Gene Expression
AT1G67870	AT1G67870	Gene Expression
AT1G62850	AT1G62850	Gene Expression
AT1G50520	CYP705A27	Gene Expression
AT1G31500	AT1G31500	Gene Expression
AT1G15820	LHCB6	Gene Expression
AT1G72690	AT1G72690	Gene Expression
AT1G29030	AT1G29030	Gene Expression
AT1G75160	AT1G75160	Gene Expression
AT1G26090	AT1G26090	Gene Expression
AT1G59660	NUP98B	Gene Expression
AT1G52460	AT1G52460	Gene Expression
AT1G10720	AT1G10720	Gene Expression
AT1G67670	AT1G67670	Gene Expression
AT1G11410	AT1G11410	Gene Expression
AT1G19025	AT1G19025	Gene Expression
AT1G80050	APT2	Gene Expression
AT1G50320	ATHX	Gene Expression
AT1G77330	AT1G77330	Gene Expression
AT1G50090	BCAT7	Gene Expression
AT1G16650	AT1G16650	Gene Expression
AT1G50830	AT1G50830	Gene Expression
AT1G02410	COX11	Gene Expression
AT1G04420	AT1G04420	Gene Expression
AT1G05190	RPL6	Gene Expression
AT1G60660	CB5LP	Gene Expression
AT1G13950	ELF5A-1	Gene Expression
AT1G23147	RALFL3	Gene Expression
AT1G17460	TRFL3	Gene Expression
AT1G02110	AT1G02110	Gene Expression
AT1G32990	RPL11	Gene Expression
AT1G22380	UGT85A3	Gene Expression
AT1G61300	AT1G61300	Gene Expression
AT1G15840	AT1G15840	Gene Expression
AT1G15440	PWP2	Gene Expression
AT1G49650	CXE4	Gene Expression
AT1G18850	AT1G18850	Gene Expression
AT1G34150	AT1G34150	Gene Expression
AT1G13320	PP2AA3	Gene Expression
AT1G13820	AT1G13820	Gene Expression
AT1G15880	GOS11	Gene Expression
AT1G80810	AT1G80810	Gene Expression
AT1G54957	AT1G54957	Gene Expression
AT1G65310	ATXTH17	Gene Expression
AT1G20010	TUBB5	Gene Expression
AT1G52570	PLDALPHA2	Gene Expression
AT1G33520	MOS2	Gene Expression
AT1G54350	ABCC2	Gene Expression
AT1G58160	JAL15	Gene Expression
AT1G30190	AT1G30190	Gene Expression
AT1G14550	PER5	Gene Expression
AT1G62450	AT1G62450	Gene Expression
AT1G16830	AT1G16830	Gene Expression
AT1G44090	GA20OX5	Gene Expression
AT1G10880	AT1G10880	Gene Expression
AT1G64633	AT1G64633	Gene Expression
AT1G03830	AT1G03830	Gene Expression
AT1G52530	AT1G52530	Gene Expression
AT1G63580	CRRSP6	Gene Expression
AT1G01600	CYP86A4	Gene Expression
AT1G10210	MPK1	Gene Expression
AT1G62720	AT1G62720	Gene Expression
AT1G36980	AT1G36980	Gene Expression
AT1G16705	AT1G16705	Gene Expression
AT1G74180	AtRLP14	Gene Expression
AT1G69480	PHO1-H10	Gene Expression
AT1G71520	ERF020	Gene Expression
AT1G34792	AT1G34792	Gene Expression
AT1G35190	AT1G35190	Gene Expression
AT1G07850	AT1G07850	Gene Expression
AT1G09620	AT1G09620	Gene Expression
AT1G02570	AT1G02570	Gene Expression
AT1G26790	AT1G26790	Gene Expression
AT1G03620	AT1G03620	Gene Expression
AT1G01350	AT1G01350	Gene Expression
AT1G65770	AMR1	Gene Expression
AT1G21395	AT1G21395	Gene Expression
AT1G13810	AT1G13810	Gene Expression
AT1G14520	MIOX1	Gene Expression
AT1G55630	AT1G55630	Gene Expression
AT1G18390	AT1G18390	Gene Expression
AT1G26797	AT1G26797	Gene Expression
AT1G25480	ALMT4	Gene Expression
AT1G28190	AT1G28190	Gene Expression
AT1G49530	GGPP6	Gene Expression
AT1G18486	AT1G18486	Gene Expression
AT1G12880	NUDT12	Gene Expression
AT1G08090	NRT2.1	Gene Expression
AT1G66460	AT1G66460	Gene Expression
AT1G24220	AT1G24220	Gene Expression
AT1G08035	SMR16	Gene Expression
AT1G04985	AT1G04985	Gene Expression
AT1G73780	AT1G73780	Gene Expression
AT1G36940	AT1G36940	Gene Expression
AT1G23850	AT1G23850	Gene Expression
AT1G66190	AT1G66190	Gene Expression
AT1G44318	HEMB2	Gene Expression
AT1G24270	AT1G24270	Gene Expression
AT1G05350	AT1G05350	Gene Expression
AT1G19930	AT1G19930	Gene Expression
AT1G62520	AT1G62520	Gene Expression
AT1G23170	AT1G23170	Gene Expression
AT1G71150	AT1G71150	Gene Expression
AT1G11430	MORF9	Gene Expression
AT1G17145	DA2L	Gene Expression
AT1G34815	AT1G34815	Gene Expression
AT1G73910	ATARP4A	Gene Expression
AT1G52050	JAL8	Gene Expression
AT1G34320	AT1G34320	Gene Expression
AT1G48280	AT1G48280	Gene Expression
AT1G12170	AT1G12170	Gene Expression
AT1G49225	AT1G49225	Gene Expression
AT1G01715	AT1G01715	Gene Expression
AT1G29160	DOF1.5	Gene Expression
AT1G22660	AT1G22660	Gene Expression
AT1G79410	Oct-05	Gene Expression
AT1G75990	RPN3B	Gene Expression
AT1G76770	AT1G76770	Gene Expression
AT1G78800	AT1G78800	Gene Expression
AT1G57560	AtMYB50	Gene Expression
AT1G48040	AT1G48040	Gene Expression
AT1G63400	AT1G63400	Gene Expression
AT1G32320	MKK10	Gene Expression
AT1G71830	SERK1	Gene Expression
AT1G75800	AT1G75800	Gene Expression
AT1G22260	ZYP1A	Gene Expression
AT1G75950	SKP1A	Gene Expression
AT1G43730	AT1G43730	Gene Expression
AT1G21060	AT1G21060	Gene Expression
AT1G11330	AT1G11330	Gene Expression
AT1G77600	AT1G77600	Gene Expression
AT1G68790	CRWN3	Gene Expression
AT1G22860	VPS3	Gene Expression
AT1G53200	AT1G53200	Gene Expression
AT1G35250	ALT2	Gene Expression
AT1G60986	SCRL4	Gene Expression
AT1G52700	AT1G52700	Gene Expression
AT1G03980	ATPCS2	Gene Expression
AT1G19990	AT1G19990	Gene Expression
AT1G58936	AT1G58936	Gene Expression
AT1G24320	GCS2	Gene Expression
AT1G62422	AT1G62422	Gene Expression
AT1G53282	AT1G53282	Gene Expression
AT1G67890	AT1G67890	Gene Expression
AT1G62410	AT1G62410	Gene Expression
AT1G13530	AT1G13530	Gene Expression
AT1G18260	HRD3A	Gene Expression
AT1G76210	AT1G76210	Gene Expression
AT1G34430	EMB3003	Gene Expression
AT1G14460	AT1G14460	Gene Expression
AT1G61350	AT1G61350	Gene Expression
AT1G42440	AT1G42440	Gene Expression
AT1G12064	AT1G12064	Gene Expression
AT1G06570	HPD	Gene Expression
AT1G55310	SR33	Gene Expression
AT1G63740	AT1G63740	Gene Expression
AT1G09870	AT1G09870	Gene Expression
AT1G17710	AT1G17710	Gene Expression
AT1G27200	AT1G27200	Gene Expression
AT1G62120	AT1G62120	Gene Expression
AT1G04770	AT1G04770	Gene Expression
AT1G67920	AT1G67920	Gene Expression
AT1G09410	PCMP-H18	Gene Expression
AT1G10540	NAT8	Gene Expression
AT1G63615	AT1G63615	Gene Expression
AT1G49240	ACT8	Gene Expression
AT1G09240	NAS3	Gene Expression
AT1G67810	SUFE2	Gene Expression
AT1G70850	MLP34	Gene Expression
AT1G56360	PAP6	Gene Expression
AT1G18835	MIF3	Gene Expression
AT1G65920	AT1G65920	Gene Expression
AT1G11915	AT1G11915	Gene Expression
AT1G28440	HSL1	Gene Expression
AT1G01650	SPPL4	Gene Expression
AT1G16510	SAUR41	Gene Expression
AT1G25025	AT1G25025	Gene Expression
AT1G53023	UBC39	Gene Expression
AT1G33440	NPF4.4	Gene Expression
AT1G74720	QKY	Gene Expression
AT1G72290	WSCP	Gene Expression
AT1G53230	TCP3	Gene Expression
AT1G01970	AT1G01970	Gene Expression
AT1G12860	SCRM2	Gene Expression
AT1G11400	PYM	Gene Expression
AT1G53705	AT1G53705	Gene Expression
AT1G75560	AT1G75560	Gene Expression
AT1G56225	AT1G56225	Gene Expression
AT1G27290	AT1G27290	Gene Expression
AT1G16740	AT1G16740	Gene Expression
AT1G64060	RBOHF	Gene Expression
AT1G15470	AT1G15470	Gene Expression
AT1G01800	AT1G01800	Gene Expression
AT1G27260	AT1G27260	Gene Expression
AT1G30560	AT1G30560	Gene Expression
AT1G41830	SKS6	Gene Expression
AT1G31490	AT1G31490	Gene Expression
AT1G34490	AT1G34490	Gene Expression
